problem_idx,question,id,naive_completion,std_completion,mcmc_completion,acceptance_ratio,proposal_type











































































































































































































































































































































































































































































































































































































































































































































































","   
    # First create dictionaries
    vowels = dict(A = 'C', E = 'G', I = 'K', O = 'Q', U = 'W')
    lowers = dict(a = 'c', e = 'g', i = 'k', o = 'q', u = 'w')
    
    result = ''
    
    # Go through each char in message
    for char in message:
        if char in vowels:
            result += vowels[char]
            continue
            
        if char.islower():
            result += lowers[char]
        else:
            result += char.upper()
            
    return result
","   # Convert message to lowercase
    message = message.lower()
    
    # Define a dictionary to map vowels to their replacements
    vowel_map = {
        'a': 'c', 'e': 'g', 'i': 'k', 'o': 'q', 'u': 'w'
    }
    
    # Initialize an empty string to store the encoded message
    encoded_message = ''
    
    # Iterate over each character in the message
    for char in message:
        # Check if the character is a vowel
        if char in vowel_map:
            # Replace the vowel with its corresponding character
            encoded_message += vowel_map[char]
        else:
            # Swap the case of the character
            encoded_message += char.swapcase()
    
    return encoded_message

# Test the function with the provided examples
print(encode('test'))  # Output: TGST
print(encode('This is a message'))  # Output: tHKS KS C MGSSCGG

",0.05,priority
94,"

def skjkasdkd(lst):
    """"""You are given a list of integers.
    You need to find the largest prime value and return the sum of its digits.

    Examples:
    For lst = [0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3] the output should be 10
    For lst = [1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1] the output should be 25
    For lst = [1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3] the output should be 13
    For lst = [0,724,32,71,99,32,6,0,5,91,83,0,5,6] the output should be 11
    For lst = [0,81,12,3,1,21] the output should be 3
    For lst = [0,8,1,2,1,7] the output should be 7
    """"""
",HumanEval/94,"   def is_prime(n):
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    def sum_of_digits(n):
        return sum(int(digit) for digit in str(n))

    max_prime = 0
    for num in lst:
        if is_prime(num) and num > max_prime:
            max_prime = num

    return sum_of_digits(max_prime)

# Test the function with the provided examples
print(skjkasdkd([0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3]))  # Output: 10
print(skjkasdkd([1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1]))  # Output: 25
print(skjkasdkd([1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3]))  # Output: 13
print(skjkasdkd([0,724,32,71,99,32,6,0,5,91,83,0,5,6]))  # Output: 11
print(skjkasdkd([0,81,12,3,1,21]))  # Output: 3
print(skjkasdkd([0,8,1,2,1,7]))  # Output: 7
","   
    def is_prime(n):
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True
    
    # Find the largest prime number in the list
    max_prime = None
    for num in lst:
        if is_prime(num):
            if max_prime is None or num > max_prime:
                max_prime = num
    
    # If no prime number is found, return 0
    if max_prime is None:
        return 0
    
    # Return the sum of the digits of the largest prime number
    return sum(int(digit) for digit in str(max_prime))

# Test the function with the given examples
print(skjkasdkd([0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3]))  # Output: 10
print(skjkasdkd([1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1]))      # Output: 25
print(skjkasdkd([1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3]))  # Output: 13
print(skjkasdkd([0,724,32,71,99,32,6,0,5,91,83,0,5,6]))            # Output: 11
print(skjkasdkd([0,81,12,3,1,21]))                                   # Output: 3
print(skjkasdkd([0,8,1,2,1,7]))                                      # Output: 7
","   def is_prime(n):
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    def sum_of_digits(n):
        return sum(int(digit) for digit in str(n))

    largest_prime = 0
    for num in lst:
        if is_prime(num) and num > largest_prime:
            largest_prime = num

    return sum_of_digits(largest_prime)

# Test cases
print(skjkasdkd([0,3,2,1,3,5,7,4,5,5,5,2,181,32,4,32,3,2,32,324,4,3]))  # Output: 10
print(skjkasdkd([1,0,1,8,2,4597,2,1,3,40,1,2,1,2,4,2,5,1]))  # Output: 25
print(skjkasdkd([1,3,1,32,5107,34,83278,109,163,23,2323,32,30,1,9,3]))  # Output: 13
print(skjkasdkd([0,724,32,71,99,32,6,0,5,91,83,0,5,6]))  # Output: 11
print(skjkasdkd([0,81,12,3,1,21]))  # Output: 3
print(skjkasdkd([0,8,1,2,1,7]))  # Output: 7
",0.24285714285714285,priority
95,"
def check_dict_case(dict):
    """"""
    Given a dictionary, return True if all keys are strings in lower 
    case or all keys are strings in upper case, else return False.
    The function should return False is the given dictionary is empty.
    Examples:
    check_dict_case({""a"":""apple"", ""b"":""banana""}) should return True.
    check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}) should return False.
    check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}) should return False.
    check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}) should return False.
    check_dict_case({""STATE"":""NC"", ""ZIP"":""12345"" }) should return True.
    """"""
",HumanEval/95,"   if not dict:
        return False

    first_key = next(iter(dict))
    if not isinstance(first_key, str):
        return False

    all_lower = all(key.islower() for key in dict)
    all_upper = all(key.isupper() for key in dict)

    return all_lower or all_upper

# Test the function
print(check_dict_case({""a"":""apple"", ""b"":""banana""}))  # True
print(check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}))  # False
print(check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}))  # False
print(check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}))  # False
print(check_dict_case({""STATE"":""NC"", ""ZIP"":""12345""}))  # True
","   if len(dict) == 0:
        return False
    
    keys = list(dict.keys())
    # Check if all keys are lower case
    if all(key.islower() for key in keys):
        return True
    
    # Check if all keys are upper case
    if all(key.isupper() for key in keys):
        return True
    
    # If neither condition is met, return False
    return False

# Test the function
print(check_dict_case({""a"":""apple"", ""b"":""banana""}))  # Should return True
print(check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}))  # Should return False
print(check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}))  # Should return False
print(check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}))  # Should return False
print(check_dict_case({""STATE"":""NC"", ""ZIP"":""12345""}))  # Should return True
","   if not dict:
        return False

    all_lower = all(isinstance(key, str) and key.islower() for key in dict.keys())
    all_upper = all(isinstance(key, str) and key.isupper() for key in dict.keys())

    return all_lower or all_upper

# Test cases
print(check_dict_case({""a"":""apple"", ""b"":""banana""}))  # True
print(check_dict_case({""a"":""apple"", ""A"":""banana"", ""B"":""banana""}))  # False
print(check_dict_case({""a"":""apple"", 8:""banana"", ""a"":""apple""}))  # False
print(check_dict_case({""Name"":""John"", ""Age"":""36"", ""City"":""Houston""}))  # False
print(check_dict_case({""STATE"":""NC"", ""ZIP"":""12345""}))  # True
",0.275,priority
96,"
def count_up_to(n):
    """"""Implement a function that takes an non-negative integer and returns an array of the first n
    integers that are prime numbers and less than n.
    for example:
    count_up_to(5) => [2,3]
    count_up_to(11) => [2,3,5,7]
    count_up_to(0) => []
    count_up_to(20) => [2,3,5,7,11,13,17,19]
    count_up_to(1) => []
    count_up_to(18) => [2,3,5,7,11,13,17]
    """"""
",HumanEval/96,"   def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    primes = []
    for i in range(2, n):
        if is_prime(i):
            primes.append(i)
        if len(primes) == n:
            break
    return primes

print(count_up_to(5))  # [2, 3]
print(count_up_to(11))  # [2, 3, 5, 7]
print(count_up_to(0))  # []
print(count_up_to(20))  # [2, 3, 5, 7, 11, 13, 17, 19]
print(count_up_to(1))  # []
print(count_up_to(18))  # [2, 3, 5, 7, 11, 13, 17]

","   result = []
    
    if n <= 1:
        return result
    
    def is_prime(x):
        if x < 2:
            return False
        for i in range(2, int(x**0.5) + 1):
            if x % i == 0:
                return False
        return True
    
    for i in range(2, n):
        if is_prime(i):
            result.append(i)
    
    return result

if __name__ == ""__main__"":
    n = int(input(""Enter a non-negative integer: ""))
    print(count_up_to(n))

","   def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    primes = []
    for i in range(2, n):
        if is_prime(i):
            primes.append(i)
        if len(primes) == n:
            break
    return primes

print(count_up_to(5))  # [2, 3]
print(count_up_to(11))  # [2, 3, 5, 7]
print(count_up_to(0))  # []
print(count_up_to(20))  # [2, 3, 5, 7, 11, 13, 17, 19]
print(count_up_to(1))  # []
print(count_up_to(18))  # [2, 3, 5, 7, 11, 13, 17]
",0.225,priority
97,"
def multiply(a, b):
    """"""Complete the function that takes two integers and returns 
    the product of their unit digits.
    Assume the input is always valid.
    Examples:
    multiply(148, 412) should return 16.
    multiply(19, 28) should return 72.
    multiply(2020, 1851) should return 0.
    multiply(14,-15) should return 20.
    """"""
",HumanEval/97,"   # Extract the unit digits of both numbers
    unit_digit_a = abs(a) % 10
    unit_digit_b = abs(b) % 10
    
    # Calculate the product of the unit digits
    product = unit_digit_a * unit_digit_b
    
    # Return the product
    return product

# Test the function with the provided examples
print(multiply(148, 412))  # Output: 16
print(multiply(19, 28))    # Output: 72
print(multiply(2020, 1851)) # Output: 0
print(multiply(14, -15))   # Output: 20
","   # Get the unit digits of a and b
    unit_a = abs(a) % 10
    unit_b = abs(b) % 10
    
    # Calculate and return the product of the unit digits
    return unit_a * unit_b

# Test the function with the provided examples
print(multiply(148, 412))  # Output: 16
print(multiply(19, 28))    # Output: 72
print(multiply(2020, 1851)) # Output: 0
print(multiply(14, -15))   # Output: 20
","   # Extract the unit digits of both numbers
    unit_a = abs(a) % 10
    unit_b = abs(b) % 10
    
    # Calculate the product of the unit digits
    product = unit_a * unit_b
    
    return product

# Test the function with the provided examples
print(multiply(148, 412))  # Output: 16
print(multiply(19, 28))    # Output: 72
print(multiply(2020, 1851)) # Output: 0
print(multiply(14, -15))   # Output: 20
",0.3,priority
98,"
def count_upper(s):
    """"""
    Given a string s, count the number of uppercase vowels in even indices.
    
    For example:
    count_upper('aBCdEf') returns 1
    count_upper('abcdefg') returns 0
    count_upper('dBBE') returns 0
    """"""
",HumanEval/98,"   vowels = 'AEIOU'
    count = 0
    for i in range(0, len(s), 2):  # Iterate over even indices
        if s[i] in vowels and s[i].isupper():
            count += 1
    return count

# Test the function
print(count_upper('aBCdEf'))  # Output: 1
print(count_upper('abcdefg'))  # Output: 0
print(count_upper('dBBE'))    # Output: 0
","   vowels = ""AEIOU""
    count = 0
    
    for i in range(0, len(s), 2):  # iterate over even indices
        if s[i] in vowels:
            if s[i].isupper():
                count += 1
                
    return count

# Test the function
print(count_upper('aBCdEf'))  # Output: 1
print(count_upper('abcdefg'))  # Output: 0
print(count_upper('dBBE'))    # Output: 0
To further improve the function, we can add type hints to the function signature and ensure that the input is a string. Here's the updated function:

```python
def count_upper(s: str) -> int:
    """"""
    Given a string s, count the number of uppercase vowels in even indices.
    
    For example:
    count_upper('aBCdEf') returns 1
    count_upper('abcdefg') returns 0
    count_upper('dBBE') returns 0
    """"""
    vowels = ""AEIOU""
    count = 0
    
    for i in range(0, len(s), 2):  # iterate over even indices
        if s[i] in vowels:
            if s[i].isupper():
                count += 1
                
    return count

# Test the function
print(count_upper('aBCdEf'))  # Output: 1
print(count_upper('abcdefg'))  # Output: 0
print(count_upper('dBBE'))    # Output: 0
```
This function now includes type hints, indicating that the input should be a string and the output is an integer. It will raise a `TypeError` if a non-string argument is passed.","   vowels = 'AEIOU'
    count = 0
    for i in range(0, len(s), 2):
        if s[i] in vowels and s[i].isupper():
            count += 1
    return count

# Test the function
print(count_upper('aBCdEf'))  # Output: 1
print(count_upper('abcdefg'))  # Output: 0
print(count_upper('dBBE'))    # Output: 0
",0.4666666666666667,priority
99,"
def closest_integer(value):
    '''
    Create a function that takes a value (string) representing a number
    and returns the closest integer to it. If the number is equidistant
    from two integers, round it away from zero.

    Examples
    >>> closest_integer(""10"")
    10
    >>> closest_integer(""15.3"")
    15

    Note:
    Rounding away from zero means that if the given number is equidistant
    from two integers, the one you should return is the one that is the
    farthest from zero. For example closest_integer(""14.5"") should
    return 15 and closest_integer(""-14.5"") should return -15.
    '''
",HumanEval/99,"   # Convert the string to a float
    num = float(value)

    # Get the integer part of the number
    integer_part = int(num)

    # Get the decimal part of the number
    decimal_part = num - integer_part

    # Check if the decimal part is less than 0.5
    if decimal_part < 0.5:
        # If it is, return the integer part
        return integer_part
    else:
        # If it is not, return the next integer
        return integer_part + 1

# Test the function
print(closest_integer(""10""))
print(closest_integer(""15.3""))
print(closest_integer(""14.5""))
print(closest_integer(""-14.5""))
","   # Convert value to float
    value = float(value)

    # Define function to round number away from zero
    def round_away(num):
        # Determine absolute value of the number
        abs_num = abs(num)

        # If the fractional part is 0.5, round up for positive and down for negative
        round_away_positive = abs_num - (abs_num % 1) + 0.5
        round_away_negative = -round_away_positive

        # Return the rounded number
        return round_away_positive if num >= 0 else round_away_negative

    # Rounding the value to get closest integer. If equidistant between two integers,
    # calling 'round_away' function will return the number farthest from zero.
    result = int(round_away(value))

    return result

print(closest_integer(""10""))
print(closest_integer(""15.3""))
print(closest_integer(""14.5""))
print(closest_integer(""-14.5""))

","   # Convert the string to a float
    num = float(value)

    # Get the integer part of the number
    integer_part = int(num)

    # Get the decimal part of the number
    decimal_part = num - integer_part

    # Check if the decimal part is less than 0.5
    if decimal_part < 0.5:
        # Return the integer part
        return integer_part
    else:
        # Return the integer part plus 1
        return integer_part + 1
",0.25,priority
100,"
def make_a_pile(n):
    """"""
    Given a positive integer n, you have to make a pile of n levels of stones.
    The first level has n stones.
    The number of stones in the next level is:
        - the next odd number if n is odd.
        - the next even number if n is even.
    Return the number of stones in each level in a list, where element at index
    i represents the number of stones in the level (i+1).

    Examples:
    >>> make_a_pile(3)
    [3, 5, 7]
    """"""
",HumanEval/100,"   pile = [n]
    for i in range(n-1):
        if n % 2 == 0:
            n += 2
        else:
            n += 1
        pile.append(n)
    return pile

if __name__ == '__main__':
    import doctest
    doctest.testmod()









































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































","   # Initialize the pile
    pile = [n]
    # Generate the next levels
    while len(pile) < n:
        last_stone = pile[-1]
        # If last stone is odd, add the next odd number
        if last_stone % 2 == 1:
            next_stone = last_stone + 2
        else:
            # Else, add the next even number
            next_stone = last_stone + 1
        pile.append(next_stone)
    return pile

if __name__ == '__main__':
    print(make_a_pile(1))  # Output: [1]
    print(make_a_pile(3))  # Output: [3, 5, 7]
    print(make_a_pile(5))  # Output: [5, 7, 9, 11, 13]
    print(make_a_pile(0))  # Output: [0]
","   stones = [n]
    for i in range(n - 1):
        if n % 2 == 0:
            n += 2
        else:
            n += 1
